weight,height,sex,exercise,fruit_per_day,vege_per_day
194,70,Female,Yes,2,2
140,58,Female,Yes,4,1
110,62,Female,Yes,2,2
118,64,Female,Yes,3,2
212,74,Male,Yes,1,2
300,75,Male,Yes,1,0
305,74,Male,Yes,1,1
185,70,Male,Yes,2,1
175,69,Male,Yes,0,0
265,73,Male,Yes,2,1
175,65,Female,Yes,1,1
132,49,Female,No,1,1
132,65,Female,Yes,1,2
156,62,Female,Yes,3,1
165,67,Female,Yes,1,1
225,69,Male,Yes,1,2
165,65,Female,Yes,2,2
176,63,Female,No,3,3
153,69,Male,Yes,2,1
145,67,Female,Yes,1,1
120,63,Female,Yes,3,2
150,66,Female,Yes,2,2
167,72,Male,Yes,0,0
200,63,Female,Yes,1,1
180,62,Female,No,2,1
182,71,Male,Yes,1,1
170,62,Male,Yes,2,0
210,65,Female,No,3,1
254,70,Male,No,3,1
195,70,Female,Yes,1,1
215,73,Male,Yes,2,1
210,70,Male,No,1,1
180,72,Male,Yes,1,1
230,66,Female,No,1,1
280,75,Male,No,0,0
89,57,Female,No,2,1
210,65,Male,Yes,2,1
150,69,Male,Yes,1,0
165,65,Male,Yes,0,0
192,64,Female,Yes,2,1
195,60,Female,Yes,1,1
120,60,Female,Yes,2,1
140,64,Female,Yes,1,1
200,60,Female,Yes,2,1
113,65,Female,No,0,0
226,72,Male,No,0,0
170,66,Male,Yes,1,1
180,64,Male,No,0,0
140,66,Female,Yes,1,1
130,66,Female,Yes,3,1
141,72,Male,Yes,4,1
135,70,Male,Yes,0,0
135,64,Female,Yes,1,5
260,70,Male,Yes,1,0
126,64,Female,No,1,1
145,64,Female,Yes,4,2
167,69,Male,Yes,1,1
275,78,Male,Yes,3,2
178,70,Male,Yes,1,1
400,72,Male,No,0,0
171,64,Female,Yes,3,1
135,60,Female,Yes,1,1
187,63,Female,No,1,0
175,74,Male,No,0,0
202,70,Male,Yes,1,1
210,67,Female,Yes,2,2
83,62,Female,Yes,0,1
165,63,Male,Yes,2,2
172,71,Male,Yes,1,0
240,70,Male,Yes,0,1
120,60,Female,No,2,1
170,71,Male,Yes,3,2
135,67,Female,Yes,1,1
173,63,Female,Yes,4,3
210,72,Male,No,3,3
150,72,Male,Yes,1,0
200,72,Male,Yes,5,4
250,63,Female,Yes,1,1
175,66,Female,No,2,1
205,67,Male,Yes,3,3
130,60,Female,Yes,2,3
205,70,Male,No,1,1
119,62,Female,Yes,1,1
250,73,Male,Yes,2,2
150,68,Male,Yes,0,1
160,67,Male,Yes,2,1
190,66,Female,No,2,0
205,75,Male,Yes,3,0
220,64,Male,Yes,3,0
145,64,Female,Yes,2,1
220,74,Male,Yes,0,2
150,65,Female,Yes,3,0
195,70,Male,Yes,2,3
140,68,Male,Yes,2,1
175,66,Female,Yes,1,1
130,59,Female,No,1,1
160,69,Male,No,2,1
200,68,Female,Yes,1,1
150,68,Male,No,1,0
127,60,Female,Yes,1,1
160,65,Female,No,1,3
300,75,Male,Yes,0,2
170,67,Male,No,0,0
155,66,Female,Yes,1,1
134,63,Female,No,2,1
220,72,Male,Yes,1,0
110,61,Female,Yes,1,1
225,68,Male,No,0,0
135,65,Female,Yes,3,2
115,59,Female,Yes,3,2
160,64,Female,Yes,1,0
200,68,Male,Yes,2,1
125,63,Female,Yes,1,1
165,64,Female,No,2,1
200,73,Male,Yes,1,1
200,65,Male,Yes,2,1
120,65,Female,Yes,4,3
220,64,Female,No,1,1
157,68,Male,Yes,2,1
165,72,Male,Yes,2,1
195,67,Female,Yes,3,2
205,67,Male,Yes,2,2
110,61,Female,No,4,0
205,74,Male,No,1,0
246,71,Male,No,1,1
125,66,Male,No,2,1
160,72,Male,Yes,1,2
180,71,Male,Yes,1,1
183,70,Male,Yes,2,1
126,64,Female,Yes,2,0
200,72,Male,Yes,1,2
185,65,Female,Yes,2,1
130,66,Female,Yes,2,1
108,62,Female,No,0,1
180,66,Female,Yes,1,1
175,67,Male,Yes,1,1
195,63,Female,Yes,4,1
220,71,Female,Yes,3,1
160,71,Male,Yes,2,0
195,74,Male,Yes,2,2
143,63,Female,Yes,1,1
170,60,Female,No,1,2
104,59,Female,No,1,0
180,70,Male,Yes,1,1
250,65,Female,Yes,2,2
230,72,Male,Yes,1,1
153,65,Female,Yes,0,1
130,62,Female,Yes,2,1
152,66,Female,Yes,2,1
155,69,Male,Yes,1,1
120,65,Female,Yes,1,1
190,72,Male,Yes,3,3
187,68,Male,Yes,2,1
100,60,Female,Yes,1,1
157,67,Female,Yes,1,1
135,65,Female,Yes,3,1
104,59,Female,No,0,0
125,60,Female,Yes,1,1
180,73,Male,Yes,0,1
170,63,Female,Yes,2,1
200,67,Male,No,2,1
123,61,Female,Yes,5,1
325,71,Male,No,0,1
230,74,Male,Yes,3,2
112,53,Female,Yes,2,1
160,69,Female,Yes,3,1
210,69,Male,Yes,2,1
165,70,Male,Yes,1,2
250,62,Female,Yes,0,0
210,71,Male,Yes,2,2
200,63,Female,No,3,1
105,63,Female,No,1,1
179,61,Female,No,1,0
160,63,Female,Yes,2,1
260,67,Male,Yes,1,1
175,70,Male,Yes,1,0
250,67,Female,No,3,1
119,62,Female,Yes,3,1
134,63,Female,Yes,6,5
215,64,Female,Yes,2,2
165,74,Male,Yes,2,1
179,64,Female,Yes,1,1
240,67,Female,Yes,2,1
155,67,Female,Yes,3,2
200,72,Male,Yes,1,1
135,63,Female,Yes,0,0
216,71,Male,Yes,1,1
212,74,Male,Yes,1,1
120,62,Female,Yes,2,1
180,62,Female,Yes,3,1
170,72,Male,Yes,1,1
123,62,Female,Yes,3,1
160,67,Female,Yes,4,1
303,70,Male,Yes,3,2
145,60,Female,Yes,1,0
187,68,Female,Yes,1,1
180,62,Female,Yes,3,2
186,71,Female,Yes,3,1
236,72,Male,Yes,0,1
200,72,Male,Yes,1,1
118,65,Female,No,2,2
160,69,Female,Yes,2,1
168,69,Male,Yes,1,1
195,68,Female,No,2,2
225,70,Male,Yes,0,0
150,66,Female,Yes,1,1
185,66,Female,Yes,1,1
180,70,Male,Yes,1,1
210,71,Male,Yes,1,1
240,74,Male,Yes,2,1
150,66,Female,Yes,3,2
275,71,Male,Yes,1,1
175,72,Male,Yes,2,1
292,70,Male,Yes,1,1
150,68,Male,Yes,2,1
145,69,Male,Yes,2,1
230,75,Male,Yes,5,4
130,66,Female,Yes,1,2
160,69,Male,Yes,1,1
145,68,Female,Yes,3,1
130,58,Female,No,1,1
217,62,Female,No,1,1
220,70,Male,Yes,2,2
120,62,Female,No,1,0
120,62,Female,Yes,0,0
160,65,Female,Yes,5,2
218,66,Female,Yes,1,1
210,69,Female,Yes,1,0
132,63,Female,Yes,1,1
294,66,Female,No,1,1
180,64,Female,Yes,3,2
162,67,Male,Yes,3,2
250,74,Male,Yes,1,1
200,66,Male,No,0,0
100,63,Female,Yes,1,1
150,67,Male,Yes,1,1
173,72,Male,Yes,1,1
125,61,Female,Yes,3,1
190,61,Female,Yes,1,1
185,69,Male,Yes,4,1
150,69,Female,Yes,2,2
110,62,Female,Yes,4,2
180,72,Male,Yes,2,1
174,67,Male,Yes,1,1
180,69,Male,Yes,2,2
185,72,Male,Yes,2,2
295,73,Female,Yes,2,2
190,66,Female,Yes,2,1
119,65,Female,Yes,4,1
230,72,Male,Yes,2,1
178,69,Male,No,0,0
220,71,Male,Yes,1,1
140,60,Female,Yes,1,2
140,63,Female,No,2,2
265,71,Female,Yes,2,1
140,60,Male,Yes,2,1
135,60,Female,Yes,2,1
150,60,Female,Yes,1,1
130,65,Female,No,1,1
145,65,Female,Yes,2,1
200,62,Female,Yes,2,2
215,71,Male,Yes,3,1
119,67,Female,Yes,3,1
105,66,Female,Yes,2,2
125,66,Female,Yes,1,0
136,61,Female,Yes,1,0
185,69,Male,Yes,3,2
234,60,Female,No,1,0
250,71,Male,No,1,1
115,66,Female,Yes,2,1
170,66,Female,Yes,1,1
178,68,Male,Yes,6,4
130,61,Female,No,0,0
200,72,Male,Yes,1,1
140,62,Female,Yes,2,1
120,62,Female,Yes,2,1
235,74,Male,Yes,2,5
200,66,Female,No,1,1
128,63,Female,Yes,2,1
155,70,Male,No,0,0
140,61,Female,Yes,2,2
179,64,Female,No,1,1
125,60,Female,Yes,1,1
110,63,Female,Yes,2,1
185,72,Male,Yes,3,1
205,66,Female,No,2,4
195,69,Male,Yes,2,4
209,74,Male,Yes,1,1
118,60,Female,No,1,0
161,64,Female,Yes,3,0
165,64,Female,Yes,2,1
162,69,Male,No,1,0
96,62,Female,No,1,0
158,70,Male,No,1,1
185,70,Male,Yes,2,1
184,70,Male,Yes,3,1
210,70,Male,Yes,2,2
142,68,Female,Yes,3,1
147,65,Female,No,4,1
145,69,Male,No,1,0
125,62,Female,Yes,1,1
200,70,Male,Yes,1,1
155,66,Male,Yes,1,1
195,65,Female,Yes,1,0
130,62,Female,Yes,2,1
120,62,Female,No,0,0
135,64,Female,Yes,2,2
175,76,Male,Yes,3,3
183,72,Male,Yes,0,0
175,66,Male,Yes,2,1
250,65,Female,No,2,0
170,63,Female,Yes,1,1
160,67,Female,No,3,1
138,67,Male,Yes,3,1
265,78,Male,No,3,0
170,64,Female,Yes,5,2
205,74,Male,Yes,3,1
142,67,Female,Yes,3,1
165,68,Male,No,1,1
154,65,Male,Yes,2,1
112,62,Female,Yes,2,2
170,70,Male,Yes,3,1
167,64,Female,Yes,3,1
195,69,Female,No,1,0
200,63,Female,Yes,3,2
165,72,Male,Yes,1,1
180,65,Female,Yes,3,3
210,76,Male,Yes,1,1
280,76,Male,Yes,1,0
155,69,Male,No,2,1
260,72,Male,No,2,1
125,72,Male,Yes,1,1
155,65,Male,Yes,1,1
125,68,Male,Yes,2,1
260,68,Male,No,0,0
160,69,Male,Yes,2,1
140,67,Female,Yes,2,2
130,69,Female,No,3,1
140,69,Female,Yes,2,1
200,67,Female,Yes,1,1
223,75,Male,Yes,2,5
310,73,Male,No,0,0
135,66,Female,No,1,0
175,67,Female,Yes,3,1
200,67,Male,No,2,1
186,72,Male,Yes,3,1
80,66,Female,No,1,1
195,72,Male,Yes,1,0
180,69,Male,Yes,1,0
114,64,Female,Yes,1,1
140,71,Male,Yes,3,4
150,61,Female,Yes,1,1
320,68,Male,Yes,1,1
150,66,Female,Yes,2,0
166,62,Female,No,1,2
240,73,Male,Yes,0,2
120,61,Female,No,2,1
130,61,Female,Yes,2,1
170,68,Male,Yes,2,1
130,61,Female,Yes,3,1
235,72,Male,Yes,0,0
190,71,Male,Yes,1,2
232,65,Female,Yes,1,1
140,64,Female,Yes,2,1
165,70,Male,Yes,0,0
158,71,Male,Yes,2,1
170,71,Male,Yes,0,0
165,62,Female,Yes,2,1
140,67,Male,Yes,2,2
220,70,Male,Yes,2,1
251,68,Male,No,1,1
170,69,Male,Yes,2,1
205,69,Male,Yes,2,0
190,73,Male,No,1,2
170,63,Female,Yes,2,1
162,68,Male,Yes,1,1
148,65,Male,Yes,1,1
137,62,Female,Yes,1,1
164,61,Female,No,1,0
182,71,Male,Yes,2,1
136,63,Female,Yes,1,1
180,63,Female,No,1,2
178,66,Female,Yes,3,2
150,66,Female,Yes,2,1
140,62,Female,Yes,2,2
170,73,Male,Yes,3,1
150,62,Female,Yes,1,1
300,66,Female,No,3,1
245,74,Male,Yes,1,1
200,70,Male,No,4,3
195,71,Male,No,1,1
162,66,Male,Yes,1,1
150,61,Female,No,0,0
170,64,Female,Yes,1,1
195,67,Male,Yes,1,1
125,63,Female,Yes,1,1
105,58,Female,Yes,4,1
189,62,Female,Yes,1,1
215,76,Male,Yes,1,1
156,61,Female,Yes,1,1
205,72,Male,Yes,1,1
220,62,Female,Yes,3,3
340,75,Male,Yes,1,2
128,64,Female,Yes,1,1
170,67,Female,Yes,3,1
218,72,Male,Yes,0,0
145,62,Female,Yes,1,1
155,65,Female,Yes,2,1
220,59,Female,Yes,1,1
180,66,Male,Yes,1,0
170,68,Female,Yes,1,1
195,75,Male,Yes,1,1
185,71,Male,Yes,1,1
139,69,Male,Yes,3,1
193,62,Female,Yes,3,2
182,67,Male,Yes,1,1
255,71,Male,No,3,0
165,67,Male,Yes,1,0
115,63,Female,Yes,1,1
220,66,Female,Yes,2,2
215,68,Male,Yes,2,1
175,69,Female,Yes,1,1
220,67,Female,Yes,2,1
172,65,Male,Yes,2,0
298,65,Female,Yes,2,1
140,61,Female,Yes,1,1
220,69,Male,Yes,1,0
170,65,Female,Yes,2,1
175,69,Male,Yes,2,2
230,68,Male,Yes,1,1
140,65,Male,No,0,0
155,69,Female,Yes,1,2
250,71,Male,Yes,2,1
215,69,Male,Yes,2,1
350,72,Male,No,0,0
180,64,Female,No,1,1
180,68,Male,Yes,2,3
152,68,Male,Yes,1,0
130,59,Female,No,1,1
114,60,Female,No,2,1
165,68,Male,Yes,3,1
210,67,Female,Yes,2,3
230,62,Female,Yes,5,1
133,58,Female,Yes,2,1
170,64,Male,No,0,0
156,68,Male,No,1,1
140,66,Female,No,1,1
220,72,Male,No,2,0
235,75,Male,No,0,0
198,64,Female,Yes,1,1
280,75,Male,Yes,1,1
185,69,Male,Yes,2,1
185,73,Male,Yes,2,1
190,68,Male,No,1,2
203,77,Male,Yes,1,2
138,57,Female,No,1,0
250,75,Male,Yes,1,1
130,63,Female,No,2,2
176,72,Male,Yes,2,1
160,69,Male,No,0,0
210,69,Female,Yes,3,2
160,65,Female,Yes,4,2
220,70,Male,Yes,0,0
180,71,Male,Yes,2,2
204,69,Male,Yes,3,1
130,66,Male,No,1,1
310,75,Male,Yes,0,0
200,69,Male,No,0,0
180,66,Male,Yes,1,1
135,64,Female,Yes,1,2
200,66,Female,Yes,1,1
225,70,Male,Yes,1,1
210,72,Male,Yes,1,2
176,67,Female,Yes,1,1
130,62,Female,Yes,1,1
255,75,Male,Yes,2,1
205,73,Male,Yes,0,0
180,62,Female,No,0,1
225,74,Male,Yes,3,3
185,67,Male,Yes,1,0
130,64,Female,Yes,2,1
160,74,Male,Yes,5,1
205,71,Male,Yes,2,1
200,68,Male,Yes,0,0
245,67,Female,Yes,1,1
150,66,Female,No,4,2
230,74,Male,Yes,2,4
200,70,Female,Yes,4,1
155,67,Male,No,3,1
170,66,Female,Yes,3,2
100,60,Female,No,2,2
130,67,Female,Yes,2,1
200,65,Female,Yes,1,1
160,69,Male,Yes,1,1
385,77,Male,Yes,1,1
275,74,Male,Yes,4,1
168,66,Male,Yes,2,2
165,69,Male,Yes,2,2
130,61,Female,Yes,3,1
130,66,Female,Yes,1,1
180,73,Male,Yes,2,1
112,61,Female,No,1,1
153,58,Female,No,1,0
113,68,Female,No,1,0
162,62,Female,Yes,1,1
155,63,Female,Yes,1,0
126,63,Female,Yes,5,1
226,72,Male,Yes,1,1
140,64,Female,Yes,2,1
330,62,Female,Yes,3,1
130,66,Male,No,0,0
212,71,Female,Yes,3,1
155,67,Male,Yes,1,3
220,68,Male,Yes,1,2
210,61,Female,Yes,2,1
220,71,Male,No,1,0
236,71,Male,Yes,3,3
148,62,Female,No,0,0
170,69,Male,Yes,0,0
166,69,Male,No,0,0
130,64,Male,No,1,1
170,70,Male,No,2,0
165,72,Male,Yes,6,5
153,67,Female,Yes,1,1
280,78,Male,No,1,1
169,63,Female,No,1,1
202,72,Male,Yes,3,1
290,74,Male,No,2,1
195,72,Male,Yes,1,0
160,64,Female,No,1,0
112,62,Female,No,1,1
178,63,Female,Yes,1,0
150,64,Female,Yes,2,1
280,72,Male,Yes,0,0
168,63,Female,Yes,1,1
132,73,Male,No,0,0
180,71,Male,Yes,2,2
200,68,Male,Yes,5,5
170,71,Male,Yes,1,1
230,69,Male,No,0,0
230,69,Male,Yes,2,1
135,66,Male,Yes,0,0
99,66,Female,Yes,1,2
170,74,Male,Yes,1,1
126,61,Female,Yes,1,1
200,70,Male,No,0,0
155,70,Female,Yes,4,2
160,61,Female,No,1,1
156,64,Female,Yes,2,1
167,68,Male,Yes,1,1
155,68,Male,Yes,2,1
200,71,Female,Yes,3,2
110,60,Female,Yes,1,1
190,69,Male,Yes,1,1
150,65,Female,Yes,1,0
230,72,Male,No,1,1
180,67,Female,Yes,1,0
185,72,Male,No,1,1
154,66,Male,Yes,2,1
120,60,Female,No,1,1
218,66,Female,No,5,0
125,59,Female,Yes,1,1
165,71,Male,Yes,2,1
205,69,Male,No,1,1
200,69,Female,Yes,3,1
200,71,Male,Yes,2,1
200,67,Female,Yes,2,2
135,71,Male,Yes,1,1
125,64,Female,Yes,1,1
180,65,Female,Yes,1,1
173,71,Male,Yes,1,1
212,65,Female,Yes,2,1
125,64,Female,No,0,1
260,70,Male,No,2,0
165,66,Male,Yes,2,2
130,65,Female,Yes,2,1
225,71,Male,Yes,1,1
175,73,Male,Yes,3,3
146,62,Female,Yes,3,1
205,71,Male,Yes,1,1
200,68,Male,Yes,1,1
200,68,Male,No,0,0
98,60,Female,No,3,3
210,68,Male,Yes,0,0
209,66,Female,No,1,1
178,72,Male,Yes,3,2
125,66,Female,No,1,2
147,63,Female,Yes,1,1
205,71,Male,No,1,0
168,68,Male,Yes,2,1
180,67,Female,Yes,3,1
195,67,Male,Yes,0,0
150,69,Male,Yes,1,0
170,72,Male,Yes,7,7
210,72,Male,Yes,4,1
180,68,Male,Yes,1,0
195,70,Male,No,1,0
160,64,Female,Yes,1,1
166,70,Male,Yes,1,1
135,68,Male,Yes,1,0
160,62,Female,No,2,0
205,71,Male,Yes,3,1
97,60,Female,Yes,2,1
106,60,Female,Yes,3,2
190,71,Male,Yes,1,1
165,73,Male,Yes,2,0
175,62,Female,No,1,0
175,68,Male,No,1,1
205,68,Female,Yes,1,1
110,65,Female,Yes,2,2
175,70,Male,Yes,1,1
170,70,Male,Yes,1,1
210,70,Female,Yes,3,2
225,68,Female,Yes,3,1
180,73,Male,Yes,0,0
120,65,Female,No,1,0
157,64,Female,Yes,2,1
140,68,Female,No,0,0
180,70,Male,Yes,2,2
185,67,Male,Yes,2,2
140,64,Female,No,1,1
180,69,Female,Yes,1,1
165,72,Male,Yes,0,0
300,72,Male,Yes,2,1
150,66,Female,Yes,1,1
148,64,Female,Yes,2,1
185,65,Female,Yes,2,1
165,74,Male,Yes,2,1
150,63,Female,Yes,2,1
190,69,Male,Yes,1,0
125,64,Female,Yes,2,3
180,66,Female,Yes,1,1
215,70,Male,Yes,2,2
138,66,Female,Yes,5,1
160,66,Female,Yes,4,1
114,64,Female,Yes,2,2
135,69,Female,Yes,1,1
110,60,Female,No,1,1
170,66,Female,Yes,1,0
130,64,Female,Yes,4,4
152,64,Female,Yes,3,2
195,68,Male,No,0,0
190,64,Female,Yes,2,2
118,64,Female,Yes,0,3
130,64,Male,Yes,1,1
250,73,Male,Yes,1,1
113,60,Female,Yes,1,1
135,62,Female,Yes,3,1
155,63,Female,No,0,0
165,72,Male,Yes,1,1
230,75,Male,No,1,0
205,73,Male,Yes,1,3
150,64,Male,No,1,0
175,72,Male,Yes,1,3
160,66,Male,Yes,2,0
196,74,Male,Yes,4,2
145,69,Male,Yes,0,0
175,69,Male,Yes,3,2
220,72,Male,No,1,1
280,71,Male,No,1,1
225,70,Male,Yes,1,1
164,67,Male,Yes,1,0
135,60,Male,No,0,0
175,62,Female,No,1,0
216,66,Male,No,2,2
140,62,Female,Yes,1,0
135,63,Female,Yes,1,1
175,71,Male,Yes,1,1
210,61,Female,Yes,1,1
190,70,Male,Yes,3,1
130,64,Female,Yes,1,1
200,71,Male,Yes,1,1
115,64,Female,Yes,3,1
120,59,Female,Yes,8,1
142,74,Male,Yes,2,2
145,66,Male,Yes,1,1
210,67,Female,No,0,0
165,73,Male,Yes,2,1
134,65,Female,No,1,1
125,68,Female,Yes,1,1
120,68,Male,Yes,1,1
135,62,Female,No,0,0
190,64,Female,No,1,1
115,65,Female,Yes,1,1
158,70,Male,Yes,1,0
220,69,Male,Yes,0,0
138,63,Female,Yes,1,1
180,73,Male,Yes,2,0
180,70,Male,Yes,1,1
170,60,Female,Yes,1,1
175,63,Female,Yes,1,1
120,69,Male,Yes,3,1
130,59,Female,Yes,1,0
135,65,Female,Yes,2,2
145,67,Female,Yes,1,1
142,69,Male,Yes,1,1
178,63,Female,No,1,1
215,75,Male,Yes,1,2
156,67,Male,Yes,1,0
265,71,Male,No,1,0
265,77,Male,Yes,4,1
170,69,Male,Yes,0,0
190,64,Female,Yes,1,1
185,64,Female,Yes,1,1
135,67,Male,No,0,0
186,64,Female,No,1,1
185,69,Male,No,1,0
210,67,Female,Yes,1,1
160,68,Female,Yes,1,1
180,72,Male,Yes,2,1
200,71,Male,Yes,1,1
123,66,Female,No,1,1
182,68,Male,Yes,1,1
220,72,Male,Yes,1,1
257,76,Male,No,2,0
130,58,Female,Yes,2,1
140,67,Female,Yes,2,1
175,63,Female,Yes,2,1
250,65,Female,No,0,0
175,74,Male,Yes,1,1
185,67,Male,No,1,1
125,66,Female,Yes,2,1
142,66,Female,Yes,2,2
190,66,Male,No,1,0
200,70,Male,Yes,2,1
160,65,Female,Yes,3,1
200,68,Male,Yes,0,0
183,63,Female,No,2,2
182,72,Male,Yes,2,1
170,69,Male,Yes,1,1
180,66,Male,Yes,2,1
185,66,Female,Yes,1,1
174,60,Female,Yes,1,1
180,65,Female,Yes,2,0
160,68,Male,Yes,1,1
230,64,Female,Yes,4,3
180,62,Female,Yes,2,1
122,66,Female,Yes,1,1
270,75,Male,Yes,1,1
220,71,Male,Yes,0,0
158,63,Female,Yes,1,1
130,60,Female,Yes,2,2
180,65,Male,Yes,1,1
160,72,Male,No,1,0
180,66,Female,Yes,1,1
158,64,Female,No,6,1
190,72,Male,Yes,0,0
140,65,Female,Yes,3,1
130,62,Female,Yes,3,2
207,64,Female,Yes,1,1
170,68,Male,Yes,1,1
190,68,Male,Yes,1,1
150,63,Female,Yes,1,1
150,66,Female,Yes,3,2
200,67,Male,No,1,1
205,70,Male,No,0,1
230,71,Male,Yes,3,1
230,67,Male,No,1,1
193,76,Male,Yes,1,0
266,75,Male,Yes,2,1
110,59,Female,Yes,2,1
119,63,Female,Yes,0,0
188,67,Female,No,1,1
183,72,Male,Yes,2,1
210,70,Male,Yes,3,2
160,66,Female,No,1,1
200,72,Male,No,1,1
200,68,Male,Yes,0,0
200,70,Male,No,0,0
120,64,Male,Yes,1,0
200,62,Female,No,2,1
150,63,Female,Yes,2,1
220,71,Male,Yes,1,1
165,66,Male,Yes,1,1
165,72,Male,Yes,1,0
149,64,Female,Yes,1,1
135,64,Female,Yes,1,1
140,62,Female,Yes,1,1
160,68,Male,No,1,1
200,70,Male,No,2,1
221,74,Male,Yes,1,1
183,63,Male,Yes,1,1
189,66,Female,Yes,2,2
174,56,Male,No,1,2
149,65,Female,Yes,1,1
195,67,Male,Yes,1,1
170,61,Female,Yes,2,1
250,67,Male,No,2,1
295,70,Male,Yes,1,1
225,74,Male,No,0,0
250,72,Male,Yes,1,1
185,67,Male,Yes,2,1
125,67,Female,Yes,1,1
260,70,Male,No,0,0
165,64,Male,No,2,1
202,59,Female,No,1,0
237,72,Male,Yes,2,1
135,64,Female,Yes,2,2
150,62,Female,Yes,4,1
180,71,Male,No,1,1
140,60,Female,Yes,1,2
190,69,Male,Yes,1,1
260,70,Male,No,2,1
140,66,Female,Yes,2,1
295,70,Male,No,0,0
150,62,Female,Yes,3,1
130,62,Male,Yes,1,1
230,71,Male,No,1,1
227,72,Male,Yes,1,1
170,69,Male,Yes,1,1
250,69,Male,Yes,3,2
327,70,Male,Yes,1,1
200,74,Male,No,0,0
180,63,Female,No,2,1
104,61,Female,Yes,1,0
205,74,Male,No,0,0
222,68,Male,No,0,0
125,65,Female,Yes,4,2
190,74,Male,Yes,1,1
117,65,Female,Yes,1,1
300,68,Male,No,3,0
192,66,Male,Yes,2,1
217,76,Male,Yes,2,0
200,66,Female,Yes,2,1
140,65,Female,No,0,0
185,65,Female,Yes,0,6
175,65,Female,Yes,2,2
122,66,Female,Yes,0,4
116,66,Female,Yes,1,0
120,66,Male,No,5,2
166,67,Male,No,2,1
150,63,Female,Yes,0,3
170,70,Male,Yes,1,1
220,72,Male,Yes,1,2
141,65,Female,Yes,2,1
265,75,Male,No,0,0
120,61,Female,No,1,1
175,69,Male,No,0,0
175,72,Male,Yes,0,0
144,66,Male,Yes,2,1
135,69,Female,Yes,2,1
190,63,Male,No,3,2
175,73,Male,Yes,1,1
175,64,Female,No,1,1
130,66,Male,Yes,2,0
140,68,Female,Yes,2,1
155,65,Male,Yes,1,1
155,64,Female,Yes,4,1
148,63,Female,Yes,1,1
95,60,Female,Yes,1,1
247,71,Male,No,2,3
160,64,Female,Yes,1,1
200,65,Female,Yes,2,1
133,64,Female,Yes,5,1
215,70,Male,Yes,1,1
169,63,Female,Yes,1,0
180,66,Female,Yes,2,1
240,73,Male,Yes,2,1
148,72,Male,Yes,1,0
150,65,Female,Yes,1,1
250,73,Male,Yes,2,1
189,65,Female,Yes,1,0
160,69,Male,Yes,3,0
164,67,Male,No,0,1
108,60,Female,Yes,3,2
105,65,Female,Yes,2,1
190,69,Male,Yes,3,2
155,66,Male,Yes,1,1
145,64,Female,Yes,2,1
175,65,Female,Yes,1,1
190,72,Male,Yes,1,1
130,63,Female,Yes,1,1
130,65,Female,Yes,1,1
195,66,Female,No,0,0
200,67,Female,No,3,1
180,63,Female,No,0,0
148,59,Female,Yes,1,1
160,66,Male,No,1,1
160,68,Male,Yes,1,0
140,62,Female,Yes,1,1
140,62,Female,Yes,1,1
145,64,Female,Yes,2,2
205,73,Male,Yes,2,2
190,63,Female,Yes,4,3
158,65,Female,No,1,0
142,66,Male,Yes,0,0
142,61,Female,Yes,3,3
168,72,Male,Yes,2,2
145,60,Female,No,1,1
135,68,Male,Yes,1,1
225,68,Male,No,1,2
125,59,Female,Yes,1,0
190,70,Male,Yes,2,1
183,63,Female,Yes,2,3
380,76,Male,Yes,1,1
210,72,Male,Yes,2,2
140,67,Female,Yes,2,2
150,72,Male,No,0,0
167,72,Male,Yes,2,3
106,60,Female,No,1,0
230,72,Male,No,0,0
125,65,Male,Yes,2,0
200,70,Male,Yes,1,1
160,72,Female,No,2,1
165,67,Male,Yes,3,3
370,72,Male,No,3,1
208,65,Female,No,1,0
140,69,Female,Yes,2,1
175,71,Male,Yes,1,0
180,68,Male,Yes,3,1
120,65,Female,Yes,1,1
180,72,Male,Yes,2,1
200,71,Male,Yes,1,1
179,68,Male,Yes,1,1
160,60,Female,Yes,3,1
152,70,Female,Yes,1,1
133,63,Female,No,1,1
189,71,Male,Yes,2,2
168,64,Female,Yes,2,1
170,64,Female,Yes,2,2
110,61,Female,No,1,1
148,64,Female,Yes,3,2
225,75,Male,Yes,2,1
198,71,Female,Yes,2,1
330,70,Male,Yes,1,0
295,70,Male,Yes,2,1
140,64,Female,Yes,2,2
145,71,Male,Yes,3,1
200,75,Male,Yes,3,0
148,63,Female,Yes,1,1
170,64,Female,Yes,2,2
170,66,Male,Yes,1,1
190,71,Male,No,1,1
135,65,Female,Yes,4,2
200,61,Female,Yes,2,1
179,67,Male,Yes,3,1
135,64,Female,Yes,3,1
125,69,Female,Yes,2,0
195,70,Female,Yes,1,2
152,69,Male,Yes,1,0
200,69,Female,Yes,3,5
170,66,Female,Yes,1,1
180,74,Male,Yes,3,1
210,69,Male,Yes,1,1
120,64,Male,Yes,2,3
203,68,Male,Yes,1,1
119,65,Female,No,1,1
185,66,Male,Yes,2,2
180,72,Male,Yes,1,1
172,66,Female,Yes,3,1
169,65,Male,Yes,1,1
135,66,Male,Yes,2,1
160,67,Female,No,1,0
140,67,Male,Yes,1,1
118,60,Female,Yes,2,1
145,64,Female,Yes,3,2
147,62,Female,No,1,1
170,65,Female,Yes,3,3
175,69,Male,Yes,2,1
180,72,Male,Yes,2,1
180,75,Male,Yes,2,2
140,67,Male,No,0,1
